trip_id,time_of_day,season,corridor,cbd_stage,sacco,vehicle_type,vehicle_name,passenger_count,fuel_type,payment_method,vehicle_capacity,fare(ksh),fuel_consumption(Litrers/100km),fuel_price(unit),revenue(ksh),fuel_cost,profit(ksh),date_clean,distance_km_clean,route_number
TRP001443,Morning,Dry Season,Pipeline,OTC,2Nk,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,26.9,172.18,4950,1293.62,3656.38,8/1/2024,27.93,33
TRP014856,Afternoon,Long Rains,Mwiki-Upper Hill,Odeon,Nicco Movers,Nganya,Dragon,25,Diesel,M-Pesa,25,91,27.5,181.1,2275,469.64,1805.36,3/21/2025,9.43,Mwi1
TRP001992,Morning,Long Rains,Westlands,Kencom,City Shuttle,Nganya,Kixx,14,Diesel,M-Pesa,14,162,29.9,176.9,2268,591.87,1676.13,5/24/2023,11.19,30
TRP004264,Morning,Dry Season,Kikuyu,OTC,East Shuttle,Nganya,Rongai King,25,Petrol,M-Pesa,25,122.59,18.3,206.72,3064.75,469.09,2595.66,1/23/2023,12.4,112
TRP012973,Afternoon,Dry Season,Dandora,OTC,Oma Services,Electric,Basigo E-Bus,25,Electric,M-Pesa,25,150,41,26.5,3750,293.36,3456.64,6/3/2024,27,36
TRP013294,Morning,Short Rains,Nyayo Estate-Westlands,Railways,East Shuttle,Electric,Basigo E-Bus,33,Electric,Cash,33,150,52.1,25.6,4950,346.78,4603.22,12/12/2025,26,Exp1
TRP007574,Afternoon,Dry Season,Rongai,Railways,Zuri,Standard,Standard Unit,14,Petrol,M-Pesa,14,116,24.1,214.86,1624,983.84,640.16,6/14/2025,19,125
TRP010360,Morning,Dry Season,Eastleigh,Odeon,2Nk,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,23,189.76,2100,855.44,1244.56,6/15/2025,19.6,14A
TRP002024,Afternoon,Dry Season,Lavington-Kawangware,Kencom,KBS,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,20.7,175.02,2100,757.19,1342.81,1/31/2023,20.9,56
TRP002663,Evening,Long Rains,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,14,Diesel,M-Pesa,14,145.51,18.3,193.9,2037.14,425.8,1611.34,4/27/2023,12,33
TRP006261,Evening,Long Rains,Kawangware,Kencom,KBS,Nganya,Prestige,14,Diesel,M-Pesa,14,200,24.1,183.42,2800,1206.78,1593.22,3/26/2025,27.3,46
TRP006070,Afternoon,Long Rains,Nyayo Estate-Westlands,Railways,Forward Travelers,Standard,Standard Unit,14,Diesel,Cash,14,139,25.7,185.77,1946,907.11,1038.89,3/10/2023,19,Exp1
TRP006229,Afternoon,Dry Season,Lavington-Kawangware,Kencom,KBS,Standard,Standard Unit,33,Diesel,M-Pesa,33,52,25.71,181.53,1716,415.38,1300.62,8/3/2025,8.9,56
TRP008158,Night,Dry Season,Westlands,Kencom,Citi Hoppa,Standard,Standard Unit,14,Diesel,M-Pesa,14,57,20.7,162.78,798,202.17,595.83,2/5/2024,6,30
TRP015466,Afternoon,Long Rains,Fedha,OTC,Embassava,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,18.2,190.87,4950,778.14,4171.86,3/13/2023,22.4,34F
TRP003228,Afternoon,Short Rains,Jogoo Road,Muthurwa,Citi Hoppa,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,27.49,191.62,4950,948.17,4001.83,3/10/2025,18,33J
TRP002160,Night,Dry Season,Mwiki-Upper Hill,Odeon,KBS,Electric,Basigo E-Bus,25,Electric,M-Pesa,25,150,48.97,24.43,3750,198.83,3551.17,8/14/2023,16.62,Mwi1
TRP003989,Morning,Short Rains,Mwiki-Upper Hill,Odeon,Nicco Movers,Nganya,Night Nurse,25,Diesel,M-Pesa,25,200,23.1,186.59,5000,474.13,4525.87,9/12/2025,11,Mwi1
TRP015752,Evening,Short Rains,Kikuyu,Railways,Nicco Movers,Standard,Standard Unit,14,Diesel,M-Pesa,14,56,19.49,163.68,784,149.94,634.06,12/28/2024,4.7,102
TRP002548,Afternoon,Short Rains,Langata Road,Railways,Kenya Mpya,Standard,Standard Unit,25,Diesel,Cash,25,150,22,167.4,3750,841.89,2908.11,12/12/2024,22.86,11A
TRP010376,Afternoon,Dry Season,Langata Road,Kencom,Oma Services,Standard,Standard Unit,14,Diesel,Cash,14,82,19,176.86,1148,336.03,811.97,4/8/2024,10,34
TRP016022,Evening,Dry Season,Kikuyu,Railways,KBS,Nganya,Dragon,14,Diesel,Cash,14,60.2,19.9,200.72,842.8,199.72,643.08,2/23/2025,5,102
TRP016207,Afternoon,Short Rains,Pangani,Railways,Latema,Nganya,Kixx,14,Diesel,Cash,14,200,25.7,171.14,2800,641.27,2158.73,12/15/2024,14.58,8
TRP011567,Morning,Dry Season,Pipeline,OTC,Kenya Mpya,Nganya,B613,25,Petrol,Cash,25,200,24.1,182.6,5000,781.56,4218.44,1/16/2024,17.76,33
TRP006150,Night,Long Rains,Outering Road,OTC,Citi Hoppa,Nganya,Opposite,14,Diesel,M-Pesa,14,200,29,176.1,2800,1312.47,1487.53,5/7/2023,25.7,69
TRP007340,Night,Short Rains,Ngong Road,Railways,2Nk,Nganya,Kanambo,33,Diesel,M-Pesa,33,176,26,170.27,5808,664.05,5143.95,12/24/2024,15,111
TRP010977,Morning,Short Rains,Ngong Road,Railways,Manchester,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,24.4,190.22,2100,1160.34,939.66,12/1/2023,25,111
TRP003155,Night,Dry Season,Nyayo Estate-Westlands,Railways,Citi Hoppa,Electric,Basigo E-Bus,25,Electric,Cash,25,54.26,41.3,25.5,1356.5,63.19,1293.31,9/27/2024,6,Exp1
TRP000191,Afternoon,Dry Season,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,14,Petrol,M-Pesa,14,150,31.1,194.17,2100,1068.85,1031.15,2/26/2024,17.7,33A
TRP001956,Evening,Dry Season,Kikuyu,Railways,Kenya Mpya,Standard,Standard Unit,25,Diesel,Cash,25,150,21.9,173.45,3750,780.98,2969.02,1/28/2024,20.56,102
TRP004683,Morning,Dry Season,Lavington-Kawangware,Kencom,Oma Services,Electric,Basigo E-Bus,33,Electric,M-Pesa,33,150,46.5,26.38,4950,257.6,4692.4,6/20/2024,21,56
TRP001997,Morning,Short Rains,Kikuyu,Railways,Citi Hoppa,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,19.9,187.44,4950,746.01,4203.99,10/4/2023,20,105
TRP010872,Night,Short Rains,Eastleigh,Odeon,Latema,Standard,Standard Unit,33,Petrol,M-Pesa,33,85,18.3,216.68,2805,350.13,2454.87,12/25/2025,8.83,14A
TRP006902,Evening,Short Rains,Lavington-Kawangware,Ambassador,Super Metro,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,29.2,203,4950,966.2,3983.8,11/29/2025,16.3,48A
TRP003232,Morning,Long Rains,Langata Road,Railways,Kenya Mpya,Nganya,Baba Yaga,14,Diesel,Cash,14,111,20.07,203.17,1554,326.21,1227.79,5/24/2025,8,11A
TRP014165,Afternoon,Short Rains,Outering Road,OTC,City Shuttle,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,29,191.76,3750,1145.02,2604.98,11/14/2025,20.59,69
TRP014292,Night,Short Rains,Fedha,OTC,Embassava,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,31.74,166.26,3750,897.11,2852.89,6/10/2024,17,34F
TRP004392,Evening,Dry Season,Outering Road,OTC,KBS,Nganya,Money Hest,33,Diesel,M-Pesa,33,160,31.05,183.3,5280,879.9,4400.1,8/25/2023,15.46,73
TRP014999,Night,Long Rains,Jogoo Road,Muthurwa,Citi Hoppa,Standard,Standard Unit,14,Diesel,Cash,14,150,19.3,180.6,2100,494.6,1605.4,4/20/2023,14.19,33J
TRP011389,Afternoon,Dry Season,Pipeline,OTC,Embassava,Standard,Standard Unit,14,Petrol,Cash,14,150,22.5,177.02,2100,941.97,1158.03,7/26/2024,23.65,33A
TRP014733,Evening,Dry Season,Eastleigh,Odeon,Ongata Line,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,21.93,173.8,4950,838.52,4111.48,7/22/2024,22,14B
TRP010370,Afternoon,Short Rains,Ngong Road,Railways,Latema,Standard,Standard Unit,14,Diesel,Cash,14,150,23.6,199.2,2100,1211.48,888.52,10/24/2025,25.77,111
TRP001295,Evening,Short Rains,Embakasi,OTC,Embassava,Standard,Standard Unit,14,Diesel,Cash,14,150,22.1,176.08,2100,879.45,1220.55,10/8/2023,22.6,34E
TRP000360,Afternoon,Dry Season,Langata Road,Kencom,East Shuttle,Standard,Standard Unit,33,Diesel,M-Pesa,33,126.87,20.3,158.6,4186.71,508.69,3678.02,2/14/2024,15.8,34
TRP004204,Afternoon,Dry Season,Kikuyu,Railways,Nicco Movers,Standard,Standard Unit,33,Diesel,M-Pesa,33,89,27.4,181.25,2937,655.54,2281.46,8/5/2023,13.2,112
TRP010736,Afternoon,Long Rains,Eastleigh,Odeon,Citi Hoppa,Standard,Standard Unit,25,Diesel,Cash,25,95,21.9,184.32,2375,368.14,2006.86,3/8/2025,9.12,14B
TRP013706,Evening,Short Rains,Pipeline,OTC,Manchester,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,23.8,173.6,3750,1045.32,2704.68,11/3/2023,25.3,33A
TRP003698,Morning,Dry Season,Dandora,OTC,City Shuttle,Nganya,Overload,33,Diesel,M-Pesa,33,160,18.1,177.83,5280,560.7,4719.3,6/25/2023,17.42,36
TRP006601,Night,Short Rains,Pipeline,OTC,Embassava,Standard,Standard Unit,33,Diesel,Cash,33,150,19.17,160.54,4950,814.94,4135.06,3/10/2024,26.48,33
TRP002959,Afternoon,Dry Season,Eastleigh,Odeon,Ongata Line,Standard,Standard Unit,25,Petrol,M-Pesa,25,150,31.8,210.6,3750,1607.3,2142.7,11/1/2023,24,14B
TRP007967,Afternoon,Dry Season,Langata Road,Railways,Zuri,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,29,173.5,2100,1308.19,791.81,8/15/2023,26,11A
TRP013635,Afternoon,Dry Season,Eastleigh,Odeon,Ongata Line,Nganya,Mood,14,Petrol,M-Pesa,14,200,28,177.16,2800,1041.7,1758.3,2/26/2024,21,14B
TRP006480,Night,Long Rains,Langata Road,Railways,Zuri,Nganya,Catalyst,25,Diesel,Cash,25,200,29.4,202.21,5000,1242.5,3757.5,6/5/2025,20.9,11A
TRP005573,Afternoon,Dry Season,Westlands,Kencom,East Shuttle,Standard,Standard Unit,33,Petrol,M-Pesa,33,150,21.14,207.25,4950,924.45,4025.55,7/22/2025,21.1,30
TRP016024,Evening,Dry Season,Eastleigh,Odeon,Zuri,Standard,Standard Unit,33,Diesel,Cash,33,149,19.1,204.12,4917,584.8,4332.2,4/2/2025,15,14A
TRP014989,Evening,Dry Season,Eastleigh,Odeon,Embassava,Standard,Standard Unit,33,Diesel,M-Pesa,33,100.25,22.7,182.5,3308.25,426.7,2881.55,6/22/2025,10.3,14A
TRP009821,Morning,Dry Season,Pangani,Railways,Ongata Line,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,27.01,183.85,3750,1137.17,2612.83,9/21/2025,22.9,8
TRP015097,Morning,Short Rains,Langata Road,Railways,Latema,Standard,Standard Unit,33,Diesel,Cash,33,143,21.6,168.6,4719,391.49,4327.51,11/10/2024,10.75,11A
TRP015650,Morning,Dry Season,Rongai,Railways,Zuri,Standard,Standard Unit,14,Diesel,Cash,14,150,25.3,171.7,2100,999.12,1100.88,6/18/2023,23,125
TRP003007,Afternoon,Short Rains,Langata Road,Railways,Forward Travelers,Nganya,Dragon,25,Diesel,M-Pesa,25,200,28.4,191.6,5000,1235.21,3764.79,3/10/2023,22.7,11A
TRP004743,Morning,Long Rains,Eastleigh,Odeon,East Shuttle,Nganya,X-Trail,25,Petrol,M-Pesa,25,200,23.8,192.28,5000,732.2,4267.8,11/3/2023,16,14B
TRP015078,Evening,Dry Season,Westlands,Railways,KBS,Standard,Standard Unit,25,Diesel,Cash,25,53,22.5,163.77,1325,169.5,1155.5,8/1/2024,4.6,23A
TRP003958,Afternoon,Long Rains,Westlands,Railways,Oma Services,Electric,Basigo E-Bus,49,Electric,M-Pesa,49,126.95,53.79,24.09,6220.55,129.58,6090.97,3/3/2024,10,23A
TRP007047,Morning,Dry Season,Nyayo Estate-Westlands,Railways,Super Metro,Standard,Standard Unit,25,Diesel,Cash,25,150,28.2,173.71,3750,979.72,2770.28,9/1/2023,20,Exp1
TRP015502,Night,Dry Season,Westlands,Railways,Citi Hoppa,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,24.6,193.24,4950,713.06,4236.94,1/8/2025,15,23A
TRP012581,Night,Long Rains,Westlands,Kencom,Oma Services,Electric,Basigo E-Bus,33,Electric,M-Pesa,33,150,50.1,26.4,4950,140.2,4809.8,3/1/2024,10.6,30
TRP001493,Morning,Dry Season,Embakasi,OTC,Embassava,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,18.6,183.8,4950,847.83,4102.17,8/2/2023,24.8,34E
TRP000453,Evening,Short Rains,Huruma-Mathare,Muthurwa,East Shuttle,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,30.3,194.11,4950,1480.38,3469.62,12/24/2023,25.17,28
TRP001498,Afternoon,Dry Season,Rongai,Ambassador,Zuri,Nganya,John Wick,14,Diesel,Cash,14,94,29.2,186.21,1316,598.11,717.89,6/17/2025,11,125
TRP005849,Morning,Dry Season,Eastleigh,Odeon,Citi Hoppa,Standard,Standard Unit,14,Diesel,M-Pesa,14,121,19.4,189.76,1694,404.95,1289.05,2/19/2025,11,14A
TRP011584,Afternoon,Dry Season,Langata Road,Railways,Embassava,Nganya,Lightning,14,Diesel,M-Pesa,14,168,26,184.96,2352,913.7,1438.3,1/4/2025,19,11A
TRP016268,Morning,Dry Season,Huruma-Mathare,Muthurwa,Super Metro,Standard,Standard Unit,25,Diesel,Cash,25,150,31.85,202.84,3750,956.15,2793.85,11/6/2025,14.8,28
TRP001047,Morning,Dry Season,Jogoo Road,Muthurwa,Embassava,Nganya,Kanambo,25,Diesel,Cash,25,200,29.1,169.1,5000,1028.45,3971.55,8/8/2024,20.9,33J
TRP013292,Morning,Dry Season,Ngong Road,Railways,Oma Services,Standard,Standard Unit,14,Petrol,Cash,14,150,22.17,191.09,2100,707.49,1392.51,7/26/2024,16.7,111
TRP011004,Evening,Dry Season,Fedha,OTC,Embassava,Nganya,Kanambo,25,Diesel,M-Pesa,25,63,27.85,174.07,1575,242.39,1332.61,2/16/2023,5,34F
TRP009419,Night,Dry Season,Langata Road,Kencom,Ongata Line,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,27.3,157.86,4950,1206.68,3743.32,7/23/2024,28,34
TRP008456,Morning,Long Rains,Lavington-Kawangware,Ambassador,KBS,Standard,Standard Unit,14,Diesel,M-Pesa,14,137,25.4,163.17,1918,374.25,1543.75,5/25/2024,9.03,48A
TRP015773,Evening,Dry Season,Langata Road,Railways,KBS,Nganya,Dragon,25,Diesel,M-Pesa,25,200,30.17,198.7,5000,1198.96,3801.04,8/11/2025,20,11A
TRP005627,Morning,Short Rains,Huruma-Mathare,Muthurwa,East Shuttle,Nganya,Opposite,33,Diesel,Cash,33,200,25.7,186.93,6600,1297.11,5302.89,12/15/2025,27,28
TRP016360,Afternoon,Dry Season,Langata Road,Kencom,Oma Services,Standard,Standard Unit,14,Diesel,M-Pesa,14,130,30.98,157.99,1820,797.81,1022.19,7/12/2024,16.3,34
TRP003725,Evening,Short Rains,Huruma-Mathare,Muthurwa,East Shuttle,Standard,Standard Unit,25,Diesel,M-Pesa,25,67.45,24.23,181.85,1686.25,242.34,1443.91,11/27/2023,5.5,25
TRP004588,Night,Short Rains,Eastleigh,Odeon,Forward Travelers,Nganya,Night Nurse,14,Diesel,M-Pesa,14,200,26.25,187.86,2800,986.27,1813.73,12/14/2023,20,14A
TRP008744,Night,Dry Season,Outering Road,OTC,Oma Services,Standard,Standard Unit,33,Diesel,M-Pesa,33,131,21.8,191.8,4323,539.38,3783.62,8/12/2023,12.9,69
TRP011337,Night,Long Rains,Kikuyu,Railways,Oma Services,Standard,Standard Unit,25,Petrol,M-Pesa,25,150,27.5,214.32,3750,907.65,2842.35,4/8/2025,15.4,105
TRP013796,Afternoon,Long Rains,Nyayo Estate-Westlands,Railways,Manchester,Standard,Standard Unit,33,Diesel,Cash,33,150,24.58,176.2,4950,1204.02,3745.98,5/27/2023,27.8,Exp1
TRP000055,Afternoon,Short Rains,Kikuyu,Railways,Kenya Mpya,Standard,Standard Unit,25,Petrol,M-Pesa,25,52,29.3,212.55,1300,435.94,864.06,10/2/2025,7,102
TRP004221,Afternoon,Dry Season,Lavington-Kawangware,Ambassador,Embassava,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,20.2,167.95,4950,901.07,4048.93,8/31/2024,26.56,48A
TRP012393,Afternoon,Dry Season,Dandora,OTC,Forward Travelers,Nganya,Godfather,25,Diesel,M-Pesa,25,148,23.6,181.7,3700,728.98,2971.02,12/6/2023,17,36
TRP004162,Evening,Dry Season,Kikuyu,Railways,City Shuttle,Nganya,Rogue,33,Diesel,Cash,33,200,28,157.97,6600,973.1,5626.9,9/8/2024,22,105
TRP001068,Evening,Short Rains,Kitengela,OTC,Embassava,Standard,Standard Unit,25,Diesel,Cash,25,150,25.14,166.33,3750,610.5,3139.5,11/27/2024,14.6,110
TRP008656,Evening,Short Rains,Kibra,Railways,Forward Travelers,Standard,Standard Unit,25,Diesel,M-Pesa,25,69.36,19.1,185.16,1734,208.66,1525.34,12/4/2025,5.9,8B
TRP001083,Afternoon,Dry Season,Lavington-Kawangware,Kencom,KBS,Electric,Basigo E-Bus,25,Electric,M-Pesa,25,97,46.18,26.18,2425,145.08,2279.92,1/13/2024,12,56
TRP001078,Morning,Dry Season,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,24.9,163,4950,1128.32,3821.68,7/26/2024,27.8,33J
TRP014736,Afternoon,Dry Season,Lavington-Kawangware,Ambassador,Citi Hoppa,Standard,Standard Unit,25,Diesel,M-Pesa,25,73.88,27.02,188.71,1847,509.89,1337.11,6/24/2025,10,48A
TRP014641,Evening,Long Rains,Pipeline,OTC,Embassava,Nganya,Opposite,14,Diesel,M-Pesa,14,200,27.3,196.9,2800,913.81,1886.19,4/24/2025,17,33A
TRP010395,Afternoon,Short Rains,Jogoo Road,Odeon,Forward Travelers,Standard,Standard Unit,33,Diesel,Cash,33,60,22.88,187.15,1980,329.71,1650.29,11/2/2023,7.7,33J
TRP004679,Evening,Dry Season,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,14,Diesel,M-Pesa,14,66,26.3,179.3,924,334.81,589.19,6/1/2023,7.1,33A
TRP005636,Evening,Dry Season,Westlands,Railways,Kenya Mpya,Standard,Standard Unit,25,Diesel,M-Pesa,25,59,28.81,176.87,1475,305.74,1169.26,9/20/2024,6,23A
TRP003686,Morning,Long Rains,Westlands,Railways,Citi Hoppa,Electric,Basigo E-Bus,25,Electric,M-Pesa,25,108,46.41,24.6,2700,114.17,2585.83,5/30/2025,10,23A
TRP009111,Evening,Long Rains,Langata Road,Railways,KBS,Nganya,Kanambo,33,Diesel,M-Pesa,33,200,19.3,194.3,6600,970.87,5629.13,5/20/2023,25.89,11A
TRP011917,Evening,Dry Season,Eastleigh,Odeon,Kenya Mpya,Standard,Standard Unit,14,Diesel,M-Pesa,14,135,21.1,186.08,1890,669.04,1220.96,9/13/2025,17.04,14B
TRP004057,Evening,Dry Season,Ngong Road,Railways,City Shuttle,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,23.7,189.52,3750,25692.09,-21942.09,6/16/2023,40.525,111
TRP003388,Morning,Long Rains,Langata Road,Railways,Embassava,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,26.1,203.09,3750,1484.18,2265.82,3/21/2025,28,11A
TRP012917,Evening,Dry Season,Outering Road,OTC,City Shuttle,Standard,Standard Unit,14,Diesel,Cash,14,150,22.8,182.9,2100,798.16,1301.84,3/9/2023,19.14,73
TRP005951,Evening,Dry Season,Pangani,Railways,Zuri,Standard,Standard Unit,14,Diesel,Cash,14,50,20.9,170.46,700,146.07,553.93,10/9/2024,4.1,8
TRP010012,Evening,Short Rains,Ngong Road,Railways,Zuri,Nganya,Manchesa,25,Diesel,Cash,25,200,24.8,171.88,5000,806.06,4193.94,11/2/2023,18.91,111
TRP010054,Evening,Short Rains,Outering Road,OTC,Oma Services,Standard,Standard Unit,33,Diesel,M-Pesa,33,108.04,24.5,168.9,3565.32,390.63,3174.69,11/28/2024,9.44,69
TRP001084,Evening,Short Rains,Jogoo Road,Muthurwa,KBS,Nganya,Matrix Damager,25,Diesel,M-Pesa,25,200,20.1,197.97,5000,636.67,4363.33,12/26/2025,16,33J
TRP008758,Afternoon,Short Rains,Kikuyu,Railways,East Shuttle,Nganya,Mood,14,Diesel,M-Pesa,14,194,31.4,189.78,2716,1156.66,1559.34,12/8/2023,19.41,102
TRP014274,Afternoon,Long Rains,Eastleigh,Odeon,Nicco Movers,Nganya,Godfather,25,Petrol,M-Pesa,25,50,30.1,192.6,1250,238.27,1011.73,4/4/2023,4.11,14B
TRP012643,Night,Dry Season,Huruma-Mathare,Muthurwa,Manchester,Standard,Standard Unit,33,Diesel,M-Pesa,33,117,29,187.3,3861,651.8,3209.2,7/3/2023,12,25
TRP006118,Evening,Long Rains,Kibra,Railways,Kenya Mpya,Standard,Standard Unit,25,Diesel,M-Pesa,25,103.46,24,172.29,2586.5,413.5,2173,5/20/2023,10,8B
TRP003531,Morning,Long Rains,Westlands,Kencom,Citi Hoppa,Nganya,Night Nurse,14,Diesel,Cash,14,200,21.45,187.2,2800,582.24,2217.76,5/27/2025,14.5,30
TRP004666,Morning,Short Rains,Outering Road,Railways,City Shuttle,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,28.1,184.13,3750,1221.08,2528.92,10/28/2023,23.6,73
TRP013515,Morning,Long Rains,Kibra,Railways,Kenya Mpya,Standard,Standard Unit,33,Diesel,M-Pesa,33,132,18.8,189.11,4356,391.08,3964.92,2/3/2025,11,8B
TRP004725,Afternoon,Long Rains,Ngong Road,Railways,Nicco Movers,Standard,Standard Unit,33,Diesel,M-Pesa,33,97,20.8,170.5,3201,425.57,2775.43,11/4/2024,12,111
TRP012635,Afternoon,Dry Season,Kikuyu,Railways,Embassava,Nganya,X-Trail,25,Diesel,M-Pesa,25,136.06,28.32,192.46,3401.5,823.02,2578.48,9/20/2025,15.1,105
TRP001978,Afternoon,Short Rains,Pangani,Railways,Manchester,Standard,Standard Unit,14,Diesel,M-Pesa,14,108,18.1,188.1,1512,495.71,1016.29,10/16/2025,14.56,8
TRP013984,Morning,Long Rains,Eastleigh,Odeon,Ongata Line,Nganya,Transformer,33,Diesel,M-Pesa,33,77,21,200.18,2541,210.19,2330.81,5/31/2025,5,14B
TRP011322,Morning,Short Rains,Huruma-Mathare,Muthurwa,East Shuttle,Standard,Standard Unit,25,Diesel,Cash,25,117,29.63,170.87,2925,567.04,2357.96,10/15/2024,11.2,25
TRP010349,Morning,Short Rains,Kitengela,OTC,Manchester,Nganya,Prestige,25,Diesel,Cash,25,200,19.8,177.08,5000,701.24,4298.76,12/27/2024,20,110
TRP005667,Afternoon,Long Rains,Pipeline,OTC,Kenya Mpya,Standard,Standard Unit,25,Diesel,M-Pesa,25,50.95,31.8,182.32,1273.75,365.26,908.49,3/16/2023,6.3,33
TRP006788,Morning,Long Rains,Westlands,Railways,Super Metro,Standard,Standard Unit,33,Diesel,M-Pesa,33,142,27.4,156.83,4686,498.47,4187.53,5/28/2024,11.6,23A
TRP003708,Afternoon,Dry Season,Mwiki-Upper Hill,Odeon,Forward Travelers,Standard,Standard Unit,14,Diesel,Cash,14,124,24.2,192.59,1736,750.37,985.63,1/16/2023,16.1,Mwi1
TRP000471,Evening,Long Rains,Kiambu,Odeon,Super Metro,Nganya,Mood,33,Diesel,Cash,33,93,27.4,167.69,3069,230.19,2838.81,6/4/2024,5.01,100
TRP013860,Night,Short Rains,Westlands,Kencom,Oma Services,Electric,Basigo E-Bus,25,Electric,M-Pesa,25,91,36.5,25.4,2275,74.17,2200.83,11/27/2025,8,30
TRP014693,Morning,Dry Season,Pipeline,OTC,Forward Travelers,Nganya,Scorpion,33,Diesel,Cash,33,200,28.02,202.55,6600,1141.33,5458.67,1/19/2025,20.11,33A
TRP016631,Afternoon,Long Rains,Kikuyu,Railways,Zuri,Nganya,Money Hest,33,Petrol,M-Pesa,33,200,18.3,187.9,6600,771.27,5828.73,4/28/2024,22.43,102
TRP001828,Afternoon,Dry Season,Lavington-Kawangware,Ambassador,City Shuttle,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,28.64,167.68,2100,1301.44,798.56,2/26/2024,27.1,48A
TRP002626,Afternoon,Dry Season,Outering Road,OTC,Manchester,Standard,Standard Unit,33,Petrol,Cash,33,94.43,21.1,218.8,3116.19,646.34,2469.85,9/24/2025,14,69
TRP012813,Afternoon,Dry Season,Kikuyu,Railways,Ongata Line,Standard,Standard Unit,25,Diesel,M-Pesa,25,130,20.7,174.78,3250,607.09,2642.91,7/20/2023,16.78,112
TRP000457,Afternoon,Short Rains,Outering Road,OTC,Citi Hoppa,Electric,Basigo E-Bus,49,Electric,Cash,49,150,53.3,26.98,7350,359.51,6990.49,12/5/2024,25,69
TRP003102,Afternoon,Dry Season,Outering Road,OTC,Oma Services,Standard,Standard Unit,14,Diesel,M-Pesa,14,50,18.4,193,700,169.75,530.25,2/22/2023,4.78,69
TRP002862,Morning,Dry Season,Rongai,Railways,Super Metro,Standard,Standard Unit,33,Diesel,Cash,33,146,19,182.7,4818,571.72,4246.28,1/27/2023,16.47,125
TRP014080,Evening,Dry Season,Rongai,Ambassador,Super Metro,Standard,Standard Unit,25,Diesel,M-Pesa,25,82,20,158.3,2050,189.96,1860.04,9/18/2024,6,125
TRP012270,Evening,Short Rains,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,19.2,171.35,2100,677.72,1422.28,10/19/2024,20.6,33J
TRP012376,Morning,Dry Season,Westlands,Kencom,Latema,Nganya,Kixx,14,Petrol,Cash,14,200,18.7,194.33,2800,763.13,2036.87,2/10/2024,21,30
TRP015166,Morning,Long Rains,Huruma-Mathare,Muthurwa,Zuri,Standard,Standard Unit,14,Diesel,M-Pesa,14,150,31.3,164.79,2100,742.74,1357.26,3/8/2024,14.4,25
TRP007689,Evening,Dry Season,Pangani,Railways,KBS,Nganya,Rogue,25,Diesel,Cash,25,200,20.61,197.1,5000,869.32,4130.68,9/17/2025,21.4,8
TRP000668,Night,Dry Season,Langata Road,Railways,Latema,Nganya,John Wick,25,Diesel,Cash,25,200,25.73,171.02,5000,1032.76,3967.24,8/22/2023,23.47,11A
TRP008270,Morning,Long Rains,Kawangware,Kencom,Citi Hoppa,Standard,Standard Unit,33,Diesel,M-Pesa,33,150,19,158.4,4950,785.51,4164.49,3/29/2024,26.1,46
TRP002640,Afternoon,Dry Season,Lavington-Kawangware,Kencom,KBS,Standard,Standard Unit,33,Diesel,Cash,33,89,18.04,194.6,2937,413.2,2523.8,1/22/2025,11.77,56
TRP011892,Afternoon,Dry Season,Embakasi,OTC,Nicco Movers,Standard,Standard Unit,33,Diesel,M-Pesa,33,50,21.3,171.02,1650,254.99,1395.01,1/16/2023,7,34E
TRP006582,Afternoon,Dry Season,Lavington-Kawangware,Kencom,KBS,Standard,Standard Unit,25,Diesel,M-Pesa,25,150,24.3,175.86,3750,872.2,2877.8,6/25/2024,20.41,56
