trip_id,date_raw,time_of_day,season,route_number,corridor,cbd_stage,sacco,vehicle_type,vehicle_name,capacity,passenger_count,fare_kes,distance_km,fuel_type,fuel_consumption,payment_method,revenue_kes,fuel_price_per_unit
TRP014856,21/03/2025,afternoon,LONG RAINS,MWI1,Mwiki-Upper Hill,Odeon,Nicco Movers,NGANYA,Dragon,25,25,KSH 91/=,9.43 km,diesel,27.5 litres/100km,mpesa,KSH 2280/=,Ksh 181.10
TRP001992,24/05/2023,MORNING,Long Rains,30,Westlands,Kencom,City Shuttle,Nganya,Kixx,14 pax,14,Ksh 162,11.19 km,Diesel,29.9l/100km,M-Pesa,2265,Ksh 176.90
TRP004264,44949,MORNING,Dry Season,112,Kikuyu,OTC,East Shuttle,NGANYA,Rongai King,25-seater,25,122.59,12.4,PETROL,18.3l/100km,Mpesa,3064.82,Ksh 206.72
TRP012973,45446,AFTERNOON,Dry Season,36,Dandora,OTC,OMA Services,ELECTRIC,BasiGo E-Bus,25 pax,25,150,27km,Electric,41.0kwh,MPESA ,Ksh 3750,26.5/=
TRP013294,46003,Mornig,SHORT RAINS,EXP1,Nyayo Estate-Westlands,Railways,EAST SHUTTLE,ELECTRIC,BasiGo E-Bus,33,33,KES150,26,ELECTRIC,52.1 kWh/100km,CASH,4950,25.6/=
TRP007574,45822,afternoon,DRY SEASON,125,Rongai,Railways,ZURI,Standard,Standard Unit,14,14,KSH 116/=,19km,PETROL,24.1 L/100km,mpesa,1627.6,Ksh 214.86
TRP010360,45823,MORNING,DRY SEASON,14A,Eastleigh,Odeon,2NK,Standard,Standard Unit,14,14,150/-,19.6,Diesel,23.0 litres/100km,M-PESA,Ksh 2100,KES189.76
TRP002024,31/01/2023,afternoon,dry season,56,Lavington-Kawangware,Kencom,kbs,Standard,Standard Unit,14,14,150,20.9,DIESEL,20.7l/100km,MPESA ,2100/-,Ksh 175.02
TRP002663,45043,Eve,Long Rains,33,Pipeline,OTC,FORWARD TRAVELERS,Standard,Standard Unit,14-seater,14,145.51,12km,DIESEL,18.3 litres/100km,mpesa,Ksh 2037,193.9/=
TRP006261,45742,Evning,Long Rains,46,Kawangware,Kencom,kbs,nganya,Prestige,14 seater,14,200,27.3,Diesel,24.1 L/100km,MPESA ,Ksh 2800,KES183.42
TRP006070,44995,AFTERNOON,long rains,EXP1,Nyayo Estate-Westlands,Railways,Forward Travelers,STANDARD,Standard Unit,14,14,139/-,19,diesel,25.7,Cash,1942.68,KES185.77
TRP006229,45872,Aftenoon,Dry Season,56,Lavington-Kawangware,Kencom,kbs,STANDARD,Standard Unit,33 pax,33,Ksh 52,8.9,Diesel,25.71,Mpesa,1724.13,KES181.53
TRP008158,45327,NIGHT,Dry Season,30,Westlands,Kencom,Citi Hoppa,Standard,Standard Unit,14,14,57,6,Diesel,20.7l/100km,mpesa,792.25,162.78
TRP015466,44998,Afternoon,Long Rains,34F,Fedha,OTC,Embassava,Standard,Standard Unit,33-seater,33,150,22.4,Diesel,18.2 L/100km,M-PESA,4950,190.87
TRP003228,03.10.2025,PM,SHORT RAINS,33J,Jogoo Road,Muthurwa,Citi Hoppa,Standard,Standard Unit,33,33,150,18km,Diesel,27.49,M-PESA,4950,191.62
TRP002160,45152,Nyt,Dry Season,MWI1,Mwiki-Upper Hill,Odeon,KBS,electric,BasiGo E-Bus,25-seater,25,150,16.62 km,Electric,48.97,Mpesa,3750,Ksh 24.43
TRP003989,45912,Mornig,short rains,MWI1,Mwiki-Upper Hill,Odeon,NICCO MOVERS,Nganya,Night Nurse,25 seater,25,200,11,Diesel,23.1 L/100km,M-PESA,5000,Ksh 186.59
TRP015752,45654,evening,Short Rains,102,Kikuyu,Railways,nicco movers,Standard,Standard Unit,14-seater,14,KSH 56/=,4.7,diesel,19.49,M-Pesa,787/-,163.68
TRP002548,45638,AFTERNOON,Short Rains,11A,Langata Road,Railways,KENYA MPYA,STANDARD,Standard Unit,25 seater,25,150,22.86 km,Diesel,22.0l/100km,cash,KSH 3750/=,167.4/=
TRP010376,45390,Aftenoon,dry season,34,Langata Road,Kencom,Oma Services,Standard,Standard Unit,14,14,KSH 82/=,10,Diesel,19.0 litres/100km,cash,1149,KES176.86
TRP016022,23/02/2025,EVENING,DRY SEASON,102,Kikuyu,Railways,KBS,Nganya,Dragon,14 seater,14,60.2,5km,Diesel,19.9 litres/100km,Cash,842.75,200.72
TRP016207,45641,AFTERNOON,SHORT RAINS,8,Pangani,Railways,latema,Nganya,Kixx,14,14,200,14.58 km,DIESEL,25.7l/100km,cash,KSH 2800/=,171.14
TRP011567,45307,AM,Dry Season,33,Pipeline,OTC,KENYA MPYA,Nganya,B613,25,25,Ksh 200,17.76 km,Petrol,24.1 L/100km,cash,KSH 5000/=,182.6/=
TRP006150,45053,night,long rains,69,Outering Road,OTC,Citi Hoppa,Nganya,Opposite,14,14,200,25.7,DIESEL,29.0 L/100km,Mpesa,KSH 2800/=,176.1/=
TRP007340,45650,night,Short Rains,111,Ngong Road,Railways,2nk,NGANYA,Kanambo,33 seater,33,176,15,DIESEL,26.0l/100km,MPESA ,5796.1,170.27
TRP010977,45261,MORNING,Short Rains,111,Ngong Road,Railways,manchester,STANDARD,Standard Unit,14,14,150,25,Diesel,24.4 L/100km,mpesa,Ksh 2100,Ksh 190.22
TRP003155,27.09.2024,NIGHT,Dry Season,EXP1,Nyayo Estate-Westlands,Railways,CITI HOPPA,ELECTRIC,BasiGo E-Bus,25-seater,25,54.26,6km,Electric,41.3kwh,CASH,KES1357,25.5/=
TRP000191,45348,PM,Dry Season,33A,Pipeline,OTC,Forward Travelers,Standard,Standard Unit,14,14,150,17.7,petrol,31.1l/100km,mpesa,2100,KES194.17
TRP001956,45319,Evening,Dry Season,102,Kikuyu,Railways,KENYA MPYA,Standard,Standard Unit,25-seater,25,Ksh 150,20.56 km,Diesel,21.9l/100km,Cash,3750,Ksh 173.45
TRP004683,45463,MORNING,Dry Season,56,Lavington-Kawangware,Kencom,Oma Services,Electric,BasiGo E-Bus,33-seater,33,Ksh 150,21km,Electric,46.5 kWh/100km,mpesa,4950,26.38
TRP001997,45203,Morning,SHORT RAINS,105,Kikuyu,Railways,Citi Hoppa,Standard,Standard Unit,33 pax,33,150,20km,Diesel,19.9 litres/100km,mpesa,4950,Ksh 187.44
TRP010872,25/12/2025,Late Night,Short Rains,14A,Eastleigh,Odeon,Latema,standard,Standard Unit,33 seater,33,85,8.83 km,Petrol,18.3l/100km,MPESA ,KSH 2817/=,216.68
TRP006902,29/11/2025,evening,Short Rains,48A,Lavington-Kawangware,Ambassador,SUPER METRO,STANDARD,Standard Unit,33,33,Ksh 150,16.3,DIESEL,29.2l/100km,M-PESA,4950,203
TRP003232,45801,AM,Long Rains,11A,Langata Road,Railways,Kenya Mpya,Nganya,Baba Yaga,14 pax,14,KES111,8km,Diesel,20.07,cash,1548/-,203.17
TRP014165,45975,AFTERNOON,short rains,69,Outering Road,OTC,CITY SHUTTLE,Standard,Standard Unit,25 seater,25,150/-,20.59 km,diesel,29,MPESA ,3750,Ksh 191.76
TRP014292,45453,Nyt,SHORT RAINS,34F,Fedha,OTC,Embassava,standard,Standard Unit,25-seater,25,150,17,DIESEL,31.74,MPESA ,3750,KES166.26
TRP004392,25/08/2023,Evning,DRY SEASON,73,Outering Road,OTC,KBS,Nganya,Money Fest,33,33,Ksh 160,15.46 km,diesel,31.05,M-PESA,5290/-,183.3/=
TRP014999,45036,Nyt,Long Rains,33J,Jogoo Road,Muthurwa,Citi Hoppa,Standard,Standard Unit,14,14,Ksh 150,14.19 km,Diesel,19.3l/100km,Cash,2100,180.6/=
TRP011389,45499,Afternoon,DRY SEASON,33A,Pipeline,OTC,Embassava,Standard,Standard Unit,14 seater,14,KES150,23.65 km,Petrol,22.5l/100km,cash,KES2100,177.02
TRP014733,22/07/2024,Evening,dry season,14B,Eastleigh,Odeon,Ongata Line,Standard,Standard Unit,33,33,150,22km,Diesel,21.93,MPESA ,4950,173.8
TRP010370,24/10/2025,Aftenoon,Short Rains,111,Ngong Road,Railways,latema,Standard,Standard Unit,14 seater,14,150,25.77 km,Diesel,23.6 litres/100km,CASH,Ksh 2100,199.2/=
TRP001295,45207,Evning,Short Rains,34E,Embakasi,OTC,Embassava,Standard,Standard Unit,14,14,Ksh 150,22.6,Diesel,22.1 litres/100km,Cash,2100,KES176.08
TRP000360,45336,Afternoon,Dry Season,34,Langata Road,Kencom,East Shuttle,Standard,Standard Unit,33,33,126.87,15.8,Diesel,20.3 litres/100km,M-Pesa,4187,Ksh 158.60
TRP004204,45143,afternoon,Dry Season,112,Kikuyu,Railways,NICCO MOVERS,Standard,Standard Unit,33 seater,33,KES89,13.2,Diesel,27.4 litres/100km,M-Pesa,2936,181.25
TRP010736,45724,Afternoon,Long Rains,14B,Eastleigh,Odeon,Citi Hoppa,Standard,Standard Unit,25,25,95,9.12 km,diesel,21.9l/100km,CASH,2384.41,184.32
TRP013706,45233,Evening,Short Rains,33A,Pipeline,OTC,MANCHESTER,standard,Standard Unit,25 seater,25,150,25.3,Diesel,23.8 L/100km,mpesa,KES3750,173.6/=
TRP003698,45102,AM,Dry Season,36,Dandora,OTC,City Shuttle,Nganya,Overload,33,33,160,17.42 km,Diesel,18.1l/100km,M-Pesa,KSH 5264/=,177.83
TRP006601,45361,Night,SHORT RAINS,33,Pipeline,OTC,EMBASSAVA,Standard,Standard Unit,33,33,150,26.48 km,Diesel,19.17,Cash,4950,Ksh 160.54
TRP002959,45231,Aftenoon,DRY SEASON,14B,Eastleigh,Odeon,Ongata Line,Standard,Standard Unit,25 pax,25,150,24km,PETROL,31.8 L/100km,mpesa,Ksh 3750,210.6/=
TRP007967,15/08/2023,PM,dry season,11A,Langata Road,Railways,Zuri,Standard,Standard Unit,14,14,150,26km,Diesel,29.0 litres/100km,MPESA ,KSH 2100/=,KES173.50
TRP013635,45348,Aftenoon,DRY SEASON,14B,Eastleigh,Odeon,ONGATA LINE,nganya,Mood,14,14,200,21,Petrol,28.0l/100km,M-PESA,2800,177.16
TRP006480,45813,NIGHT,LONG RAINS,11A,Langata Road,Railways,ZURI,Nganya,Catalyst,25-seater,25,200,20.9,DIESEL,29.4 L/100km,cash,5000,202.21
TRP005573,45860,AFTERNOON,dry season,30,Westlands,Kencom,East Shuttle,Standard,Standard Unit,33 seater,33,150,21.1,petrol,21.14,mpesa,4950/-,207.25
TRP016024,45749,Eve,Dry Season,14A,Eastleigh,Odeon,Zuri,Standard,Standard Unit,33,33,Ksh 149,15,Diesel,19.1l/100km,Cash,Ksh 4928,KES204.12
TRP014989,45830,evening,dry season,14A,Eastleigh,Odeon,Embassava,standard,Standard Unit,33,33,100.25,10.3,Diesel,22.7 litres/100km,MPESA ,Ksh 3308,182.5/=
TRP009821,45921,morning,DRY SEASON,8,Pangani,Railways,Ongata Line,Standard,Standard Unit,25-seater,25,Ksh 150,22.9,Diesel,27.01,mpesa,3750,KES183.85
TRP015097,45606,Morning,SHORT RAINS,11A,Langata Road,Railways,Latema,standard,Standard Unit,33,33,143,10.75 km,DIESEL,21.6 L/100km,Cash,4706/-,168.6/=
TRP015650,45095,Morning,Dry Season,125,Rongai,Railways,zuri,standard,Standard Unit,14,14,150,23,Diesel,25.3l/100km,CASH,2100,171.7/=
TRP003007,03.10.2023,afternoon,Short Rains,11A,Langata Road,Railways,Forward Travelers,Nganya,Dragon,25-seater,25,200,22.7,DIESEL,28.4l/100km,M-Pesa,5000,191.6/=
TRP004743,45233,Mornig,Long Rains,14B,Eastleigh,Odeon,East Shuttle,nganya,X-Trail,25,25,Ksh 200,16km,Petrol,23.8l/100km,mpesa,5000,Ksh 192.28
TRP015078,45505,EVENING,dry season,23A,Westlands,Railways,kbs,Standard,Standard Unit,25,25,KSH 53/=,4.6,Diesel,22.5 litres/100km,cash,Ksh 1337,163.77
TRP003958,45354,AFTERNOON,Long Rains,23A,Westlands,Railways,oma services,electric,BasiGo E-Bus,49 pax,49,126.95,10,ELECTRIC,53.79,MPESA ,6220.39,24.09
TRP007047,09.01.2023,morning,Dry Season,EXP1,Nyayo Estate-Westlands,Railways,SUPER METRO,Standard,Standard Unit,25,25,150/-,20km,Diesel,28.2l/100km,cash,3750,Ksh 173.71
TRP015502,45665,Late Night,DRY SEASON,23A,Westlands,Railways,Citi Hoppa,STANDARD,Standard Unit,33,33,150,15,DIESEL,24.6l/100km,M-Pesa,4950,193.24
TRP012581,45352,Night,LONG RAINS,30,Westlands,Kencom,OMA Services,ELECTRIC,BasiGo E-Bus,33,33,150/-,10.6,Electric,50.1kwh,M-PESA,KES4950,26.4/=
TRP001493,45140,AM,dry season,34E,Embakasi,OTC,EMBASSAVA,Standard,Standard Unit,33,33,150,24.8,diesel,18.6l/100km,Mpesa,KSH 4950/=,183.8
TRP000453,45284,EVENING,Short Rains,28,Huruma-Mathare,Muthurwa,East Shuttle,STANDARD,Standard Unit,33,33,150/-,25.17 km,Diesel,30.3 litres/100km,M-Pesa,4950,Ksh 194.11
TRP001498,45825,Aftenoon,DRY SEASON,125,Rongai,Ambassador,ZURI,Nganya,John Wick,14,14,94,11km,Diesel,29.2,CASH,Ksh 1319,186.21
TRP005849,19.02.2025,Mornig,Dry Season,14A,Eastleigh,Odeon,Citi Hoppa,Standard,Standard Unit,14,14,KSH 121/=,11,Diesel,19.4l/100km,Mpesa,1691/-,189.76
TRP011584,45661,Afternoon,DRY SEASON,11A,Langata Road,Railways,Embassava,Nganya,Lightning,14 pax,14,168,19,Diesel,26.0l/100km,MPESA ,2355.51,KES184.96
TRP016268,45967,MORNING,Dry Season,28,Huruma-Mathare,Muthurwa,super metro,standard,Standard Unit,25,25,KES150,14.8,Diesel,31.85,cash,3750,KES202.84
TRP001047,45512,Morning,Dry Season,33J,Jogoo Road,Muthurwa,Embassava,Nganya,Kanambo,25,25,200,20.9,DIESEL,29.1 L/100km,Cash,5000,169.1/=
TRP013292,45499,MORNING,Dry Season,111,Ngong Road,Railways,OMA SERVICES,STANDARD,Standard Unit,14,14,150,16.7,Petrol,22.17,cash,2100,Ksh 191.09
TRP011004,44973,EVENING,dry season,34F,Fedha,OTC,embassava,Nganya,Kanambo,25 seater,25,63,5km,Diesel,27.85,M-PESA,1580,174.07
TRP009419,23.07.2024,Nyt,dry season,34,Langata Road,Kencom,Ongata Line,STANDARD,Standard Unit,33,33,KSH 150/=,28km,Diesel,27.3l/100km,mpesa,4950,157.86
TRP008456,45437,AM,Long Rains,48A,Lavington-Kawangware,Ambassador,KBS,Standard,Standard Unit,14,14,KES137,9.03 km,Diesel,25.4l/100km,MPESA ,1914.69,163.17
TRP015773,45880,Evning,Dry Season,11A,Langata Road,Railways,KBS,Nganya,Dragon,25 seater,25,200/-,20km,Diesel,30.17,M-Pesa,5000,198.7
TRP005627,46006,Mornig,SHORT RAINS,28,Huruma-Mathare,Muthurwa,east shuttle,Nganya,Opposite,33,33,200,27km,Diesel,25.7 L/100km,Cash,6600,Ksh 186.93
TRP016360,45485,PM,Dry Season,34,Langata Road,Kencom,OMA Services,STANDARD,Standard Unit,14,14,130/-,16.3,Diesel,30.98,MPESA ,1820/-,157.99
TRP003725,27.11.2023,Evning,Short Rains,25,Huruma-Mathare,Muthurwa,East Shuttle,Standard,Standard Unit,25,25,67.45,5.5,DIESEL,24.23,Mpesa,1686,181.85
TRP004588,45274,Late Night,Short Rains,14A,Eastleigh,Odeon,Forward Travelers,Nganya,Night Nurse,14,14,200,20km,DIESEL,26.25,Mpesa,2800/-,187.86
TRP008744,45150,night,DRY SEASON,69,Outering Road,OTC,Oma Services,Standard,Standard Unit,33,33,Ksh 131,12.9,Diesel,21.8 L/100km,Mpesa,4332,KES191.80
TRP011337,45755,night,long rains,105,Kikuyu,Railways,OMA SERVICES,STANDARD,Standard Unit,25,25,150,15.4,PETROL,27.5 litres/100km,M-Pesa,3750,Ksh 214.32
TRP013796,27.05.2023,AFTERNOON,Long Rains,EXP1,Nyayo Estate-Westlands,Railways,Manchester,Standard,Standard Unit,33 seater,33,150,27.8,diesel,24.58,cash,4950,176.2/=
TRP000055,45932,PM,SHORT RAINS,102,Kikuyu,Railways,Kenya Mpya,standard,Standard Unit,25 pax,25,Ksh 52,7km,PETROL,29.3 L/100km,mpesa,1291/-,Ksh 212.55
TRP004221,31/08/2024,Afternoon,Dry Season,48A,Lavington-Kawangware,Ambassador,Embassava,standard,Standard Unit,33 seater,33,KES150,26.56 km,Diesel,20.2 L/100km,Mpesa,Ksh 4950,167.95
TRP012393,45266,afternoon,Dry Season,36,Dandora,OTC,Forward Travelers,Nganya,Godfather,25 seater,25,KES148,17,DIESEL,23.6 L/100km,M-Pesa,3697,KES181.70
TRP004162,45543,EVENING,dry season,105,Kikuyu,Railways,City Shuttle,Nganya,Rogue,33,33,KES200,22,DIESEL,28.0l/100km,CASH,KES6600,KES157.97
TRP001068,45623,Evning,SHORT RAINS,110,Kitengela,OTC,Embassava,Standard,Standard Unit,25,25,150,14.6,Diesel,25.14,cash,3750,Ksh 166.33
TRP008656,45995,EVENING,SHORT RAINS,8B,Kibra,Railways,Forward Travelers,Standard,Standard Unit,25 seater,25,69.36,5.9,Diesel,19.1 L/100km,M-PESA,KSH 1734/=,Ksh 185.16
TRP001083,45304,Afternoon,DRY SEASON,56,Lavington-Kawangware,Kencom,kbs,Electric,BasiGo E-Bus,25 pax,25,Ksh 97,12km,Electric,46.18,M-PESA,2421,26.18
TRP001078,26.07.2024,MORNING,dry season,33J,Jogoo Road,Muthurwa,Forward Travelers,Standard,Standard Unit,33,33,150,27.8,DIESEL,24.9l/100km,M-PESA,4950,163.0/=
TRP014736,45832,Aftenoon,Dry Season,48A,Lavington-Kawangware,Ambassador,Citi Hoppa,Standard,Standard Unit,25 pax,25,73.88,10,Diesel,27.02,Mpesa,1847,Ksh 188.71
TRP014641,45771,Evning,Long Rains,33A,Pipeline,OTC,Embassava,Nganya,Opposite,14,14,200,17km,Diesel,27.3 litres/100km,mpesa,2800/-,196.9/=
TRP010395,45232,afternoon,short rains,33J,Jogoo Road,Odeon,forward travelers,Standard,Standard Unit,33 pax,33,60,7.7,DIESEL,22.88,CASH,1983.19,187.15
TRP004679,45078,Evening,Dry Season,33A,Pipeline,OTC,FORWARD TRAVELERS,Standard,Standard Unit,14,14,66/-,7.1,Diesel,26.3 L/100km,MPESA ,Ksh 921,179.3/=
TRP005636,45555,EVENING,Dry Season,23A,Westlands,Railways,kenya mpya,standard,Standard Unit,25,25,59,6,Diesel,28.81,Mpesa,1480.52,176.87
TRP003686,45807,AM,Long Rains,23A,Westlands,Railways,Citi Hoppa,electric,BasiGo E-Bus,25,25,KSH 108/=,10,Electric,46.41,MPESA ,2707,24.6/=
TRP009111,20.05.2023,EVENING,Long Rains,11A,Langata Road,Railways,KBS,NGANYA,Kanambo,33 seater,33,Ksh 200,25.89 km,Diesel,19.3 litres/100km,MPESA ,6600,194.3/=
TRP011917,45913,Eve,Dry Season,14B,Eastleigh,Odeon,Kenya Mpya,Standard,Standard Unit,14,14,KSH 135/=,17.04 km,Diesel,21.1l/100km,M-PESA,KES1886,186.08
TRP004057,45093,Evening,Dry Season,111,Ngong Road,Railways,City Shuttle,STANDARD,Standard Unit,25,25,KES150,572km,Diesel,23.7 litres/100km,MPESA ,3750,KES189.52
TRP003388,45737,Morning,Long Rains,11A,Langata Road,Railways,embassava,Standard,Standard Unit,25,25,150,28km,Diesel,26.1l/100km,MPESA ,3750,203.09
TRP012917,44994,Evening,Dry Season,73,Outering Road,OTC,CITY SHUTTLE,Standard,Standard Unit,14 seater,14,150,19.14 km,DIESEL,22.8 L/100km,Cash,2100,182.9
TRP005951,45574,evening,dry season,8,Pangani,Railways,zuri,Standard,Standard Unit,14,14,50,4.10 km,Diesel,20.9 L/100km,CASH,700,Ksh 170.46
TRP010012,45232,Evning,Short Rains,111,Ngong Road,Railways,ZURI,nganya,Manchesa,25-seater,25,200,18.91 km,Diesel,24.8 L/100km,Cash,5000/-,KES171.88
TRP010054,45624,Evning,Short Rains,69,Outering Road,OTC,oma services,Standard,Standard Unit,33-seater,33,108.04,9.44 km,diesel,24.5 litres/100km,mpesa,3565,168.9/=
TRP001084,46017,Eve,Short Rains,33J,Jogoo Road,Muthurwa,Kbs,Nganya,Matrix Damager,25,25,200/-,16km,diesel,20.1 L/100km,M-Pesa,5000,Ksh 197.97
TRP008758,45268,afternoon,Short Rains,102,Kikuyu,Railways,East Shuttle,Nganya,Mood,14,14,194,19.41 km,diesel,31.4 litres/100km,M-PESA,2718.58,189.78
TRP014274,45020,PM,long rains,14B,Eastleigh,Odeon,nicco movers,NGANYA,Godfather,25-seater,25,Ksh 50,4.11 km,Petrol,30.1l/100km,MPESA ,KES1250,KES192.60
TRP012643,45110,Nyt,Dry Season,25,Huruma-Mathare,Muthurwa,Manchester,Standard,Standard Unit,33 seater,33,KES117,12km,Diesel,29.0 L/100km,MPESA ,Ksh 3869,187.3
TRP006118,45066,EVENING,Long Rains,8B,Kibra,Railways,KENYA MPYA,standard,Standard Unit,25,25,103.46,10km,Diesel,24.0 litres/100km,MPESA ,2587,KES172.29
TRP003531,45804,MORNING,LONG RAINS,30,Westlands,Kencom,citi hoppa,Nganya,Night Nurse,14,14,200,14.5,Diesel,21.45,Cash,KSH 2800/=,187.2/=
TRP004666,45227,AM,short rains,73,Outering Road,Railways,City Shuttle,Standard,Standard Unit,25,25,150,23.6,diesel,28.1 litres/100km,MPESA ,KSH 3750/=,184.13
TRP013515,45691,morning,LONG RAINS,8B,Kibra,Railways,Kenya Mpya,Standard,Standard Unit,33,33,KSH 132/=,11,diesel,18.8 litres/100km,Mpesa,4343,Ksh 189.11
TRP004725,45600,AFTERNOON,LONG RAINS,111,Ngong Road,Railways,Nicco Movers,Standard,Standard Unit,33,33,97/-,12,diesel,20.8 litres/100km,mpesa,KES3189,170.5/=
TRP012635,20/09/2025,Aftenoon,dry season,105,Kikuyu,Railways,Embassava,NGANYA,X-Trail,25,25,136.06,15.1,DIESEL,28.32,Mpesa,3401,Ksh 192.46
TRP001978,16.10.2025,AFTERNOON,Short Rains,8,Pangani,Railways,Manchester,Standard,Standard Unit,14-seater,14,108,14.56 km,Diesel,18.1l/100km,M-Pesa,1516.15,188.1/=
TRP013984,31/05/2025,AM,LONG RAINS,14B,Eastleigh,Odeon,ONGATA LINE,NGANYA,Transformer,33,33,77,5km,Diesel,21.0l/100km,Mpesa,2546,200.18
TRP011322,45580,Morning,Short Rains,25,Huruma-Mathare,Muthurwa,East Shuttle,Standard,Standard Unit,25 seater,25,KES117,11.2,Diesel,29.63,cash,2928,Ksh 170.87
TRP010349,45653,AM,short rains,110,Kitengela,OTC,manchester,Nganya,Prestige,25,25,Ksh 200,20,diesel,19.8 litres/100km,cash,5000,KES177.08
TRP005667,45001,Afternoon,Long Rains,33,Pipeline,OTC,KENYA MPYA,Standard,Standard Unit,25,25,50.95,6.3,Diesel,31.8l/100km,M-Pesa,1274,KES182.32
TRP006788,45440,MORNING,LONG RAINS,23A,Westlands,Railways,Super Metro,Standard,Standard Unit,33-seater,33,142,11.6,Diesel,27.4l/100km,mpesa,4701,Ksh 156.83
TRP003708,44942,Afternoon,Dry Season,MWI1,Mwiki-Upper Hill,Odeon,forward travelers,Standard,Standard Unit,14,14,Ksh 124,16.10 km,Diesel,24.2 litres/100km,cash,Ksh 1738,192.59
TRP000471,45447,Evening,long rains,100,Kiambu,Odeon,SUPER METRO,Nganya,Mood,33 seater,33,93,5.01 km,Diesel,27.4 L/100km,Cash,Ksh 3078,KES167.69
TRP013860,27.11.2025,night,Short Rains,30,Westlands,Kencom,Oma Services,electric,BasiGo E-Bus,25,25,Ksh 91,8km,Electric,36.5,Mpesa,2287,25.4/=
TRP014693,45676,Morning,Dry Season,33A,Pipeline,OTC,Forward Travelers,nganya,Scorpion,33,33,200,20.11 km,Diesel,28.02,Cash,Ksh 6600,KES202.55
TRP016631,45410,AFTERNOON,long rains,102,Kikuyu,Railways,Zuri,NGANYA,Money Fest,33-seater,33,200,22.43 km,PETROL,18.3 L/100km,Mpesa,6600,Ksh 187.90
TRP001828,26/02/2024,afternoon,DRY SEASON,48A,Lavington-Kawangware,Ambassador,City Shuttle,Standard,Standard Unit,14,14,Ksh 150,27.1,Diesel,28.64,MPESA ,2100,Ksh 167.68
TRP002626,45924,afternoon,Dry Season,69,Outering Road,OTC,Manchester,Standard,Standard Unit,33,33,94.43,14,Petrol,21.1 litres/100km,Cash,3116/-,218.8/=
TRP012813,20.07.2023,AFTERNOON,Dry Season,112,Kikuyu,Railways,Ongata Line,Standard,Standard Unit,25,25,130,16.78 km,diesel,20.7 litres/100km,M-PESA,Ksh 3254,Ksh 174.78
TRP000457,45631,afternoon,Short Rains,69,Outering Road,OTC,citi hoppa,Electric,BasiGo E-Bus,49,49,Ksh 150,25km,Electric,53.3kwh,cash,7350,Ksh 26.98
TRP003102,44979,AFTERNOON,DRY SEASON,69,Outering Road,OTC,OMA Services,Standard,Standard Unit,14,14,KSH 50/=,4.78 km,diesel,18.4,MPESA ,KSH 700/=,193.0/=
TRP002862,27.01.2023,AM,Dry Season,125,Rongai,Railways,SUPER METRO,Standard,Standard Unit,33-seater,33,146/-,16.47 km,Diesel,19.0l/100km,cash,Ksh 4803,182.7/=
TRP014080,45553,Evening,Dry Season,125,Rongai,Ambassador,super metro,Standard,Standard Unit,25,25,82,6km,diesel,20.0l/100km,M-Pesa,Ksh 2056,158.3/=
TRP012270,45584,Eve,Short Rains,33J,Jogoo Road,Muthurwa,Forward Travelers,standard,Standard Unit,14 seater,14,150,20.6,diesel,19.2l/100km,mpesa,Ksh 2100,Ksh 171.35
TRP012376,45332,Morning,Dry Season,30,Westlands,Kencom,latema,NGANYA,Kixx,14 seater,14,KSH 200/=,21km,Petrol,18.7 L/100km,CASH,KES2800,194.33
TRP015166,45359,Mornig,Long Rains,25,Huruma-Mathare,Muthurwa,Zuri,Standard,Standard Unit,14 seater,14,KES150,14.4,diesel,31.3 L/100km,M-Pesa,KSH 2100/=,Ksh 164.79
TRP007689,17/09/2025,Evning,Dry Season,8,Pangani,Railways,KBS,Nganya,Rogue,25-seater,25,200/-,21.4,diesel,20.61,CASH,5000,197.1/=
TRP000668,45160,night,dry season,11A,Langata Road,Railways,Latema,Nganya,John Wick,25 seater,25,200,23.47 km,DIESEL,25.73,cash,5000,Ksh 171.02
TRP008270,45380,Morning,LONG RAINS,46,Kawangware,Kencom,Citi Hoppa,Standard,Standard Unit,33,33,150,26.1,DIESEL,19.0 litres/100km,MPESA ,KSH 4950/=,158.4/=
TRP002640,22.01.2025,AFTERNOON,Dry Season,56,Lavington-Kawangware,Kencom,KBS,STANDARD,Standard Unit,33,33,KSH 89/=,11.77 km,diesel,18.04,cash,2928.72,194.6/=
TRP011892,16.01.2023,PM,Dry Season,34E,Embakasi,OTC,nicco movers,standard,Standard Unit,33 seater,33,50,7km,Diesel,21.3 litres/100km,Mpesa,1650,KES171.02
TRP006582,45468,AFTERNOON,DRY SEASON,56,Lavington-Kawangware,Kencom,Kbs,Standard,Standard Unit,25,25,150,20.41 km,diesel,24.3 L/100km,mpesa,3750/-,KES175.86
TRP006785,45881,Aftenoon,Dry Season,33,Pipeline,OTC,Forward Travelers,STANDARD,Standard Unit,33,33,150,26km,DIESEL,18.1 litres/100km,Cash,Ksh 4950,KES191.45
TRP013086,45500,PM,Dry Season,110,Kitengela,OTC,Super Metro,Nganya,Money Fest,25,25,200,23.4,diesel,22.9 L/100km,M-Pesa,5000,KES177.77
TRP013367,45606,Night,Short Rains,11A,Langata Road,Railways,Forward Travelers,Standard,Standard Unit,33,33,150,27,Diesel,31.89,Cash,KSH 4950/=,157.0/=
